flight_number,airline,origin,destination,date,day_of_week,month,scheduled_departure,actual_departure,delay_minutes,delay_category,delay_reason,distance,hour_of_day
FR6118,Frontier Airlines,MSP,PHX,2024-12-20,Friday,December,2024-12-20 18:45:00,2024-12-20 18:54:00,9,Minor Delay,Late Arrival,939,18
JE5362,JetBlue Airways,ORD,DEN,2024-10-06,Sunday,October,2024-10-06 10:30:00,2024-10-06 10:32:00,2,Minor Delay,Late Arrival,1945,10
FR5859,Frontier Airlines,SFO,DFW,2024-03-26,Tuesday,March,2024-03-26 17:30:00,2024-03-26 17:33:00,3,Minor Delay,Baggage Loading,1324,17
AM1329,American Airlines,SLC,BWI,2024-11-23,Saturday,November,2024-11-23 11:15:00,2024-11-23 12:58:00,103,Severe Delay,Airport Congestion,342,11
DE3966,Delta Air Lines,BWI,IAH,2024-03-05,Tuesday,March,2024-03-05 10:00:00,2024-03-05 10:09:00,9,Minor Delay,Late Arrival,2042,10
AL7373,Alaska Airlines,DEN,LGA,2024-07-08,Monday,July,2024-07-08 06:30:00,2024-07-08 06:38:00,8,Minor Delay,Late Arrival,1341,6
DE524,Delta Air Lines,IAD,CLT,2024-05-07,Tuesday,May,2024-05-07 13:45:00,2024-05-07 15:15:00,90,Severe Delay,Crew Issue,1266,13
FR3615,Frontier Airlines,LGA,MIA,2024-12-26,Thursday,December,2024-12-26 16:45:00,2024-12-26 16:47:00,2,Minor Delay,Air Traffic Control,503,16
UN7392,United Airlines,DEN,SAN,2024-08-19,Monday,August,2024-08-19 22:30:00,2024-08-19 22:47:00,17,Moderate Delay,Weather,2452,22
JE5014,JetBlue Airways,CLT,IAD,2024-10-04,Friday,October,2024-10-04 17:15:00,2024-10-04 22:05:00,290,Severe Delay,Aircraft Issue,697,17
UN3978,United Airlines,BOS,ATL,2024-04-12,Friday,April,2024-04-12 10:30:00,2024-04-12 10:47:00,17,Moderate Delay,Airport Congestion,2706,10
DE5167,Delta Air Lines,JFK,IAD,2024-02-14,Wednesday,February,2024-02-14 17:45:00,2024-02-14 18:52:00,67,Severe Delay,Aircraft Issue,1498,17
DE7472,Delta Air Lines,SFO,SAN,2024-11-24,Sunday,November,2024-11-24 14:15:00,2024-11-24 16:18:00,123,Severe Delay,Aircraft Issue,1972,14
AM2134,American Airlines,MSP,LAX,2024-09-14,Saturday,September,2024-09-14 09:15:00,2024-09-14 09:27:00,12,Minor Delay,Late Arrival,1123,9
JE1392,JetBlue Airways,PHX,MCO,2024-06-26,Wednesday,June,2024-06-26 15:30:00,2024-06-26 15:42:00,12,Minor Delay,Baggage Loading,2716,15
DE8334,Delta Air Lines,BWI,CLT,2024-09-30,Monday,September,2024-09-30 15:15:00,2024-09-30 15:27:00,12,Minor Delay,Late Arrival,2678,15
AM564,American Airlines,DEN,DFW,2024-06-21,Friday,June,2024-06-21 21:30:00,2024-06-21 21:46:00,16,Moderate Delay,Late Arrival,2731,21
AM8259,American Airlines,BWI,DTW,2024-11-23,Saturday,November,2024-11-23 09:30:00,2024-11-23 09:43:00,13,Minor Delay,Late Arrival,1863,9
FR1295,Frontier Airlines,SAN,DFW,2024-06-01,Saturday,June,2024-06-01 07:45:00,2024-06-01 07:49:00,4,Minor Delay,Air Traffic Control,1593,7
UN5221,United Airlines,SAN,SEA,2024-11-06,Wednesday,November,2024-11-06 17:30:00,2024-11-06 19:06:00,96,Severe Delay,Crew Issue,2309,17
DE5328,Delta Air Lines,LAS,BOS,2024-10-14,Monday,October,2024-10-14 06:45:00,2024-10-14 06:51:00,6,Minor Delay,Air Traffic Control,407,6
SP6950,Spirit Airlines,LAS,CLT,2024-05-28,Tuesday,May,2024-05-28 18:30:00,2024-05-28 19:03:00,33,Moderate Delay,Airport Congestion,2240,18
FR8271,Frontier Airlines,MIA,MSP,2024-09-20,Friday,September,2024-09-20 01:45:00,2024-09-20 01:46:00,1,Minor Delay,Air Traffic Control,1081,1
AL897,Alaska Airlines,DFW,SEA,2024-10-25,Friday,October,2024-10-25 13:45:00,2024-10-25 13:50:00,5,Minor Delay,Air Traffic Control,640,13
UN4433,United Airlines,IAD,IAH,2024-08-08,Thursday,August,2024-08-08 18:30:00,2024-08-08 18:47:00,17,Moderate Delay,Weather,2535,18
SO6039,Southwest Airlines,DTW,MIA,2024-10-14,Monday,October,2024-10-14 05:45:00,2024-10-14 08:38:00,173,Severe Delay,Weather,727,5
SP6214,Spirit Airlines,SEA,PHL,2024-02-19,Monday,February,2024-02-19 21:15:00,2024-02-19 21:19:00,4,Minor Delay,Late Arrival,1844,21
AM842,American Airlines,DFW,CLT,2024-09-13,Friday,September,2024-09-13 17:45:00,2024-09-13 17:58:00,13,Minor Delay,Air Traffic Control,2683,17
UN5473,United Airlines,LGA,SEA,2024-09-20,Friday,September,2024-09-20 07:30:00,2024-09-20 07:38:00,8,Minor Delay,Late Arrival,2287,7
FR9322,Frontier Airlines,MIA,MSP,2024-09-29,Sunday,September,2024-09-29 19:30:00,2024-09-29 19:34:00,4,Minor Delay,Air Traffic Control,1906,19
JE536,JetBlue Airways,LGA,BOS,2024-10-25,Friday,October,2024-10-25 08:15:00,2024-10-25 12:50:00,275,Severe Delay,Aircraft Issue,2347,8
SP2521,Spirit Airlines,SLC,LAS,2024-11-18,Monday,November,2024-11-18 02:00:00,2024-11-18 02:00:00,0,On Time,No Delay,2006,2
SP2581,Spirit Airlines,EWR,IAD,2024-06-09,Sunday,June,2024-06-09 07:45:00,2024-06-09 08:46:00,61,Severe Delay,Aircraft Issue,2324,7
AL7937,Alaska Airlines,MSP,JFK,2024-04-16,Tuesday,April,2024-04-16 09:15:00,2024-04-16 09:24:00,9,Minor Delay,Late Arrival,1602,9
AL4431,Alaska Airlines,LGA,BOS,2024-10-06,Sunday,October,2024-10-06 07:15:00,2024-10-06 07:19:00,4,Minor Delay,Baggage Loading,1121,7
JE3496,JetBlue Airways,SAN,IAD,2024-06-01,Saturday,June,2024-06-01 13:45:00,2024-06-01 13:52:00,7,Minor Delay,Late Arrival,1320,13
DE9495,Delta Air Lines,SLC,DTW,2024-05-27,Monday,May,2024-05-27 11:45:00,2024-05-27 13:29:00,104,Severe Delay,Crew Issue,372,11
DE5774,Delta Air Lines,SFO,SLC,2024-05-27,Monday,May,2024-05-27 08:45:00,2024-05-27 08:57:00,12,Minor Delay,Late Arrival,1310,8
JE2349,JetBlue Airways,ORD,BWI,2024-10-14,Monday,October,2024-10-14 17:15:00,2024-10-14 17:30:00,15,Minor Delay,Late Arrival,2375,17
SO960,Southwest Airlines,ORD,SFO,2024-04-25,Thursday,April,2024-04-25 10:45:00,2024-04-25 10:50:00,5,Minor Delay,Air Traffic Control,221,10
UN6766,United Airlines,BWI,BOS,2024-10-08,Tuesday,October,2024-10-08 13:15:00,2024-10-08 16:12:00,177,Severe Delay,Crew Issue,1369,13
AM1565,American Airlines,BWI,PHL,2024-11-26,Tuesday,November,2024-11-26 08:00:00,2024-11-26 09:59:00,119,Severe Delay,Airport Congestion,920,8
SP8216,Spirit Airlines,CLT,SEA,2024-01-19,Friday,January,2024-01-19 20:00:00,2024-01-19 20:04:00,4,Minor Delay,Late Arrival,639,20
JE7544,JetBlue Airways,BWI,DTW,2024-06-20,Thursday,June,2024-06-20 14:15:00,2024-06-20 18:44:00,269,Severe Delay,Crew Issue,989,14
AL2762,Alaska Airlines,IAD,SFO,2024-02-27,Tuesday,February,2024-02-27 16:15:00,2024-02-27 16:17:00,2,Minor Delay,Baggage Loading,1408,16
SO2975,Southwest Airlines,LGA,SLC,2024-10-17,Thursday,October,2024-10-17 20:45:00,2024-10-17 21:00:00,15,Minor Delay,Air Traffic Control,1841,20
DE3127,Delta Air Lines,LAX,MSP,2024-12-08,Sunday,December,2024-12-08 09:15:00,2024-12-08 09:45:00,30,Moderate Delay,Late Arrival,1164,9
JE5500,JetBlue Airways,MIA,LGA,2024-08-16,Friday,August,2024-08-16 17:00:00,2024-08-16 17:16:00,16,Moderate Delay,Air Traffic Control,1167,17
DE7725,Delta Air Lines,MIA,CLT,2024-02-01,Thursday,February,2024-02-01 11:30:00,2024-02-01 11:49:00,19,Moderate Delay,Air Traffic Control,1705,11
SO3690,Southwest Airlines,LAX,MSP,2024-11-10,Sunday,November,2024-11-10 07:30:00,2024-11-10 07:34:00,4,Minor Delay,Late Arrival,2128,7
SO4154,Southwest Airlines,SLC,LGA,2024-10-02,Wednesday,October,2024-10-02 19:00:00,2024-10-02 19:11:00,11,Minor Delay,Late Arrival,1681,19
DE1111,Delta Air Lines,DTW,MSP,2024-02-09,Friday,February,2024-02-09 07:15:00,2024-02-09 07:29:00,14,Minor Delay,Late Arrival,2009,7
SO9654,Southwest Airlines,BOS,DEN,2024-02-29,Thursday,February,2024-02-29 20:45:00,2024-03-01 01:07:00,262,Severe Delay,Aircraft Issue,2302,20
FR9339,Frontier Airlines,DFW,PHL,2024-07-31,Wednesday,July,2024-07-31 13:30:00,2024-07-31 17:22:00,232,Severe Delay,Crew Issue,212,13
DE842,Delta Air Lines,EWR,IAH,2024-04-21,Sunday,April,2024-04-21 17:00:00,2024-04-21 18:05:00,65,Severe Delay,Airport Congestion,329,17
SP3048,Spirit Airlines,LAX,SLC,2024-05-26,Sunday,May,2024-05-26 22:45:00,2024-05-26 22:48:00,3,Minor Delay,Baggage Loading,2037,22
SP1414,Spirit Airlines,SLC,SAN,2024-07-12,Friday,July,2024-07-12 20:15:00,2024-07-12 20:38:00,23,Moderate Delay,Air Traffic Control,685,20
SP8764,Spirit Airlines,LAX,PHX,2024-04-01,Monday,April,2024-04-01 19:00:00,2024-04-01 23:27:00,267,Severe Delay,Airport Congestion,2378,19
SO4155,Southwest Airlines,SFO,IAH,2024-07-13,Saturday,July,2024-07-13 07:15:00,2024-07-13 08:42:00,87,Severe Delay,Weather,2904,7
AM4043,American Airlines,MCO,DEN,2024-08-02,Friday,August,2024-08-02 06:00:00,2024-08-02 06:02:00,2,Minor Delay,Late Arrival,399,6
AM6690,American Airlines,SFO,LAS,2024-05-05,Sunday,May,2024-05-05 14:00:00,2024-05-05 14:21:00,21,Moderate Delay,Air Traffic Control,1159,14
AL9561,Alaska Airlines,LGA,SAN,2024-10-21,Monday,October,2024-10-21 19:15:00,2024-10-21 19:17:00,2,Minor Delay,Air Traffic Control,2904,19
SO6875,Southwest Airlines,MIA,PHX,2024-09-23,Monday,September,2024-09-23 05:15:00,2024-09-23 05:18:00,3,Minor Delay,Baggage Loading,2476,5
AM5742,American Airlines,BWI,SAN,2024-09-10,Tuesday,September,2024-09-10 11:30:00,2024-09-10 11:41:00,11,Minor Delay,Baggage Loading,811,11
SP3112,Spirit Airlines,DTW,BOS,2024-06-02,Sunday,June,2024-06-02 08:15:00,2024-06-02 08:23:00,8,Minor Delay,Late Arrival,791,8
AM9314,American Airlines,EWR,SFO,2024-08-25,Sunday,August,2024-08-25 14:15:00,2024-08-25 14:21:00,6,Minor Delay,Baggage Loading,1032,14
DE7469,Delta Air Lines,IAH,DEN,2024-06-18,Tuesday,June,2024-06-18 14:15:00,2024-06-18 14:38:00,23,Moderate Delay,Late Arrival,2959,14
AM1292,American Airlines,MCO,LGA,2024-11-05,Tuesday,November,2024-11-05 17:15:00,2024-11-05 17:17:00,2,Minor Delay,Baggage Loading,1441,17
SO3213,Southwest Airlines,IAD,ORD,2024-01-08,Monday,January,2024-01-08 17:45:00,2024-01-08 19:59:00,134,Severe Delay,Airport Congestion,1180,17
AL4737,Alaska Airlines,JFK,BOS,2024-10-09,Wednesday,October,2024-10-09 14:30:00,2024-10-09 14:37:00,7,Minor Delay,Baggage Loading,2300,14
FR1715,Frontier Airlines,IAD,BOS,2024-09-11,Wednesday,September,2024-09-11 18:30:00,2024-09-11 22:09:00,219,Severe Delay,Crew Issue,1895,18
SO2490,Southwest Airlines,ATL,MIA,2024-01-24,Wednesday,January,2024-01-24 14:45:00,2024-01-24 14:57:00,12,Minor Delay,Air Traffic Control,1551,14
SP9435,Spirit Airlines,LAS,MSP,2024-04-27,Saturday,April,2024-04-27 14:30:00,2024-04-27 14:40:00,10,Minor Delay,Baggage Loading,2828,14
FR2856,Frontier Airlines,IAD,IAH,2024-09-08,Sunday,September,2024-09-08 07:45:00,2024-09-08 07:49:00,4,Minor Delay,Late Arrival,2828,7
AM1317,American Airlines,SLC,DFW,2024-01-31,Wednesday,January,2024-01-31 18:45:00,2024-01-31 18:50:00,5,Minor Delay,Late Arrival,1147,18
UN249,United Airlines,MCO,DTW,2024-02-04,Sunday,February,2024-02-04 12:00:00,2024-02-04 12:15:00,15,Minor Delay,Late Arrival,2725,12
FR357,Frontier Airlines,ATL,PHL,2024-09-04,Wednesday,September,2024-09-04 14:00:00,2024-09-04 14:15:00,15,Minor Delay,Late Arrival,1325,14
JE380,JetBlue Airways,MSP,IAD,2024-10-01,Tuesday,October,2024-10-01 16:15:00,2024-10-01 16:25:00,10,Minor Delay,Air Traffic Control,2347,16
SO3244,Southwest Airlines,LGA,MSP,2024-03-17,Sunday,March,2024-03-17 08:30:00,2024-03-17 08:34:00,4,Minor Delay,Baggage Loading,523,8
SP7620,Spirit Airlines,PHL,LAS,2024-07-10,Wednesday,July,2024-07-10 23:15:00,2024-07-10 23:20:00,5,Minor Delay,Air Traffic Control,2877,23
AM1631,American Airlines,JFK,EWR,2024-11-28,Thursday,November,2024-11-28 11:45:00,2024-11-28 11:53:00,8,Minor Delay,Air Traffic Control,901,11
FR7209,Frontier Airlines,BWI,SEA,2024-02-12,Monday,February,2024-02-12 14:00:00,2024-02-12 14:51:00,51,Moderate Delay,Airport Congestion,1065,14
FR4541,Frontier Airlines,DFW,ORD,2024-12-20,Friday,December,2024-12-20 16:30:00,2024-12-20 17:16:00,46,Moderate Delay,Airport Congestion,1488,16
SO9717,Southwest Airlines,LAX,IAD,2024-01-09,Tuesday,January,2024-01-09 19:00:00,2024-01-09 19:09:00,9,Minor Delay,Late Arrival,1184,19
SP8956,Spirit Airlines,SEA,EWR,2024-10-17,Thursday,October,2024-10-17 18:15:00,2024-10-17 19:25:00,70,Severe Delay,Crew Issue,419,18
SP3903,Spirit Airlines,DEN,IAH,2024-02-20,Tuesday,February,2024-02-20 15:45:00,2024-02-20 19:02:00,197,Severe Delay,Weather,2797,15
FR8138,Frontier Airlines,LAS,JFK,2024-05-19,Sunday,May,2024-05-19 14:45:00,2024-05-19 14:57:00,12,Minor Delay,Late Arrival,2599,14
SP1504,Spirit Airlines,LGA,MIA,2024-12-04,Wednesday,December,2024-12-04 18:00:00,2024-12-04 18:07:00,7,Minor Delay,Air Traffic Control,1756,18
UN6483,United Airlines,SEA,JFK,2024-12-30,Monday,December,2024-12-30 06:00:00,2024-12-30 10:17:00,257,Severe Delay,Crew Issue,1304,6
UN1530,United Airlines,CLT,SFO,2024-02-22,Thursday,February,2024-02-22 12:45:00,2024-02-22 12:59:00,14,Minor Delay,Air Traffic Control,1649,12
DE9880,Delta Air Lines,LGA,SEA,2024-10-10,Thursday,October,2024-10-10 19:00:00,2024-10-10 19:14:00,14,Minor Delay,Baggage Loading,546,19
SO9470,Southwest Airlines,MSP,CLT,2024-10-13,Sunday,October,2024-10-13 16:15:00,2024-10-13 16:34:00,19,Moderate Delay,Air Traffic Control,1299,16
UN1136,United Airlines,CLT,SFO,2024-09-09,Monday,September,2024-09-09 09:30:00,2024-09-09 09:38:00,8,Minor Delay,Air Traffic Control,1679,9
SO8223,Southwest Airlines,LGA,BWI,2024-05-08,Wednesday,May,2024-05-08 07:00:00,2024-05-08 07:10:00,10,Minor Delay,Air Traffic Control,1820,7
SP5499,Spirit Airlines,SFO,SEA,2024-06-19,Wednesday,June,2024-06-19 12:15:00,2024-06-19 12:22:00,7,Minor Delay,Late Arrival,1022,12
AL3010,Alaska Airlines,JFK,SEA,2024-09-02,Monday,September,2024-09-02 09:45:00,2024-09-02 12:19:00,154,Severe Delay,Crew Issue,1740,9
SP6080,Spirit Airlines,ORD,LGA,2024-05-23,Thursday,May,2024-05-23 07:15:00,2024-05-23 07:19:00,4,Minor Delay,Late Arrival,310,7
SO7283,Southwest Airlines,MIA,IAD,2024-08-24,Saturday,August,2024-08-24 05:45:00,2024-08-24 06:15:00,30,Moderate Delay,Airport Congestion,2794,5
SO4239,Southwest Airlines,SLC,LAX,2024-06-04,Tuesday,June,2024-06-04 17:45:00,2024-06-04 18:03:00,18,Moderate Delay,Late Arrival,2584,17
SP9007,Spirit Airlines,DFW,JFK,2024-07-24,Wednesday,July,2024-07-24 17:00:00,2024-07-24 17:14:00,14,Minor Delay,Air Traffic Control,2893,17
AL2825,Alaska Airlines,BWI,LGA,2024-12-06,Friday,December,2024-12-06 04:45:00,2024-12-06 08:04:00,199,Severe Delay,Airport Congestion,633,4
DE4339,Delta Air Lines,LAS,DTW,2024-01-06,Saturday,January,2024-01-06 17:15:00,2024-01-06 17:23:00,8,Minor Delay,Baggage Loading,2096,17
UN5751,United Airlines,ATL,MSP,2024-12-13,Friday,December,2024-12-13 06:45:00,2024-12-13 07:58:00,73,Severe Delay,Weather,780,6
JE5720,JetBlue Airways,SFO,MCO,2024-06-27,Thursday,June,2024-06-27 14:30:00,2024-06-27 14:33:00,3,Minor Delay,Baggage Loading,2053,14
DE5019,Delta Air Lines,DFW,IAD,2024-06-12,Wednesday,June,2024-06-12 06:30:00,2024-06-12 06:46:00,16,Moderate Delay,Airport Congestion,1199,6
UN9142,United Airlines,CLT,IAH,2024-09-21,Saturday,September,2024-09-21 14:45:00,2024-09-21 14:52:00,7,Minor Delay,Baggage Loading,2779,14
UN7180,United Airlines,JFK,ATL,2024-04-04,Thursday,April,2024-04-04 17:15:00,2024-04-04 17:26:00,11,Minor Delay,Baggage Loading,1792,17
SO3471,Southwest Airlines,PHX,IAD,2024-01-03,Wednesday,January,2024-01-03 18:00:00,2024-01-03 18:05:00,5,Minor Delay,Late Arrival,965,18
AL3328,Alaska Airlines,SFO,ORD,2024-07-06,Saturday,July,2024-07-06 08:45:00,2024-07-06 08:55:00,10,Minor Delay,Late Arrival,1483,8
SP6531,Spirit Airlines,PHL,ORD,2024-11-01,Friday,November,2024-11-01 10:45:00,2024-11-01 10:50:00,5,Minor Delay,Late Arrival,1418,10
DE2294,Delta Air Lines,SEA,ORD,2024-11-10,Sunday,November,2024-11-10 08:00:00,2024-11-10 08:05:00,5,Minor Delay,Late Arrival,779,8
SP6952,Spirit Airlines,LGA,LAX,2024-09-18,Wednesday,September,2024-09-18 15:45:00,2024-09-18 15:54:00,9,Minor Delay,Late Arrival,2401,15
UN9191,United Airlines,CLT,MSP,2024-12-21,Saturday,December,2024-12-21 09:15:00,2024-12-21 09:17:00,2,Minor Delay,Baggage Loading,2737,9
AL257,Alaska Airlines,BOS,LAX,2024-01-28,Sunday,January,2024-01-28 07:45:00,2024-01-28 12:33:00,288,Severe Delay,Airport Congestion,1875,7
FR6909,Frontier Airlines,SAN,SFO,2024-12-16,Monday,December,2024-12-16 13:00:00,2024-12-16 13:02:00,2,Minor Delay,Air Traffic Control,1396,13
JE3783,JetBlue Airways,DTW,MIA,2024-01-17,Wednesday,January,2024-01-17 07:45:00,2024-01-17 07:49:00,4,Minor Delay,Baggage Loading,2451,7
DE9483,Delta Air Lines,ORD,MIA,2024-09-18,Wednesday,September,2024-09-18 18:30:00,2024-09-18 18:37:00,7,Minor Delay,Air Traffic Control,2007,18
SO7065,Southwest Airlines,ORD,SLC,2024-10-06,Sunday,October,2024-10-06 18:30:00,2024-10-06 19:16:00,46,Moderate Delay,Late Arrival,1276,18
DE7293,Delta Air Lines,ORD,PHX,2024-06-27,Thursday,June,2024-06-27 07:30:00,2024-06-27 11:39:00,249,Severe Delay,Aircraft Issue,2723,7
SO3490,Southwest Airlines,DFW,LGA,2024-03-12,Tuesday,March,2024-03-12 10:30:00,2024-03-12 10:45:00,15,Minor Delay,Air Traffic Control,1525,10
JE4840,JetBlue Airways,PHL,PHX,2024-12-26,Thursday,December,2024-12-26 21:00:00,2024-12-26 21:07:00,7,Minor Delay,Baggage Loading,442,21
UN2274,United Airlines,LAS,LAX,2024-05-21,Tuesday,May,2024-05-21 17:15:00,2024-05-21 21:06:00,231,Severe Delay,Airport Congestion,782,17
JE6886,JetBlue Airways,JFK,BOS,2024-10-22,Tuesday,October,2024-10-22 05:00:00,2024-10-22 05:08:00,8,Minor Delay,Late Arrival,1339,5
AL7549,Alaska Airlines,BOS,SEA,2024-12-21,Saturday,December,2024-12-21 15:00:00,2024-12-21 19:24:00,264,Severe Delay,Crew Issue,459,15
SP3668,Spirit Airlines,EWR,MCO,2024-09-30,Monday,September,2024-09-30 13:30:00,2024-09-30 16:52:00,202,Severe Delay,Aircraft Issue,2518,13
AL893,Alaska Airlines,DFW,LAX,2024-09-05,Thursday,September,2024-09-05 15:45:00,2024-09-05 15:51:00,6,Minor Delay,Air Traffic Control,2007,15
AM7109,American Airlines,MCO,IAD,2024-08-21,Wednesday,August,2024-08-21 20:30:00,2024-08-21 20:40:00,10,Minor Delay,Baggage Loading,582,20
AL4202,Alaska Airlines,DEN,JFK,2024-12-01,Sunday,December,2024-12-01 16:15:00,2024-12-01 16:19:00,4,Minor Delay,Late Arrival,1451,16
SO7132,Southwest Airlines,BWI,DEN,2024-12-24,Tuesday,December,2024-12-24 17:00:00,2024-12-24 17:07:00,7,Minor Delay,Air Traffic Control,743,17
SO8610,Southwest Airlines,SLC,SFO,2024-10-30,Wednesday,October,2024-10-30 00:30:00,2024-10-30 04:36:00,246,Severe Delay,Aircraft Issue,2156,0
SO6376,Southwest Airlines,DEN,LAX,2024-02-06,Tuesday,February,2024-02-06 06:30:00,2024-02-06 08:10:00,100,Severe Delay,Airport Congestion,745,6
UN1220,United Airlines,MSP,LGA,2024-11-24,Sunday,November,2024-11-24 00:15:00,2024-11-24 00:26:00,11,Minor Delay,Late Arrival,1072,0
UN6845,United Airlines,LGA,SAN,2024-11-17,Sunday,November,2024-11-17 12:15:00,2024-11-17 12:24:00,9,Minor Delay,Air Traffic Control,773,12
SP5859,Spirit Airlines,EWR,SEA,2024-03-04,Monday,March,2024-03-04 18:15:00,2024-03-04 18:23:00,8,Minor Delay,Air Traffic Control,1216,18
JE539,JetBlue Airways,SLC,MIA,2024-10-10,Thursday,October,2024-10-10 07:15:00,2024-10-10 10:16:00,181,Severe Delay,Weather,1180,7
SP1947,Spirit Airlines,LAS,MSP,2024-09-10,Tuesday,September,2024-09-10 16:00:00,2024-09-10 16:08:00,8,Minor Delay,Air Traffic Control,1679,16
UN6437,United Airlines,PHL,EWR,2024-06-11,Tuesday,June,2024-06-11 10:15:00,2024-06-11 11:22:00,67,Severe Delay,Weather,2605,10
AM4395,American Airlines,MCO,DFW,2024-02-04,Sunday,February,2024-02-04 21:45:00,2024-02-04 21:56:00,11,Minor Delay,Late Arrival,2252,21
SP6690,Spirit Airlines,DEN,SLC,2024-07-31,Wednesday,July,2024-07-31 14:15:00,2024-07-31 14:46:00,31,Moderate Delay,Air Traffic Control,523,14
SO2645,Southwest Airlines,DTW,SEA,2024-09-18,Wednesday,September,2024-09-18 11:00:00,2024-09-18 11:04:00,4,Minor Delay,Baggage Loading,1177,11
SO1512,Southwest Airlines,EWR,ORD,2024-01-30,Tuesday,January,2024-01-30 12:00:00,2024-01-30 12:31:00,31,Moderate Delay,Airport Congestion,689,12
UN285,United Airlines,CLT,MSP,2024-01-07,Sunday,January,2024-01-07 21:30:00,2024-01-07 21:34:00,4,Minor Delay,Air Traffic Control,1300,21
AM5588,American Airlines,EWR,PHX,2024-03-01,Friday,March,2024-03-01 14:30:00,2024-03-01 15:39:00,69,Severe Delay,Airport Congestion,2064,14
AL1008,Alaska Airlines,BOS,LGA,2024-09-18,Wednesday,September,2024-09-18 07:15:00,2024-09-18 07:15:00,0,On Time,No Delay,621,7
DE3842,Delta Air Lines,IAD,MSP,2024-10-20,Sunday,October,2024-10-20 00:00:00,2024-10-20 00:05:00,5,Minor Delay,Baggage Loading,1690,0
UN3032,United Airlines,DFW,PHL,2024-07-15,Monday,July,2024-07-15 18:45:00,2024-07-15 18:55:00,10,Minor Delay,Air Traffic Control,1904,18
JE1376,JetBlue Airways,PHL,IAH,2024-06-12,Wednesday,June,2024-06-12 06:00:00,2024-06-12 06:27:00,27,Moderate Delay,Weather,1842,6
FR4725,Frontier Airlines,MIA,IAH,2024-02-05,Monday,February,2024-02-05 05:45:00,2024-02-05 05:48:00,3,Minor Delay,Air Traffic Control,1394,5
JE4074,JetBlue Airways,SFO,IAH,2024-10-15,Tuesday,October,2024-10-15 15:45:00,2024-10-15 17:55:00,130,Severe Delay,Aircraft Issue,816,15
SP491,Spirit Airlines,LAS,PHL,2024-01-04,Thursday,January,2024-01-04 10:00:00,2024-01-04 10:30:00,30,Moderate Delay,Late Arrival,1459,10
SO8780,Southwest Airlines,LAS,SFO,2024-02-23,Friday,February,2024-02-23 13:00:00,2024-02-23 14:42:00,102,Severe Delay,Crew Issue,581,13
SO8615,Southwest Airlines,EWR,IAD,2024-01-23,Tuesday,January,2024-01-23 20:45:00,2024-01-23 21:58:00,73,Severe Delay,Weather,2270,20
SP1326,Spirit Airlines,PHL,LGA,2024-03-09,Saturday,March,2024-03-09 05:15:00,2024-03-09 05:26:00,11,Minor Delay,Baggage Loading,1490,5
AL5311,Alaska Airlines,SFO,PHX,2024-07-20,Saturday,July,2024-07-20 08:15:00,2024-07-20 08:17:00,2,Minor Delay,Late Arrival,646,8
DE2793,Delta Air Lines,SFO,BOS,2024-03-20,Wednesday,March,2024-03-20 09:00:00,2024-03-20 09:26:00,26,Moderate Delay,Airport Congestion,2051,9
FR4441,Frontier Airlines,ORD,DEN,2024-06-06,Thursday,June,2024-06-06 07:30:00,2024-06-06 08:20:00,50,Moderate Delay,Airport Congestion,1542,7
DE4166,Delta Air Lines,IAH,EWR,2024-03-16,Saturday,March,2024-03-16 14:30:00,2024-03-16 14:48:00,18,Moderate Delay,Airport Congestion,327,14
FR9208,Frontier Airlines,IAD,DTW,2024-07-26,Friday,July,2024-07-26 08:45:00,2024-07-26 08:50:00,5,Minor Delay,Air Traffic Control,697,8
AM3741,American Airlines,LAX,LAS,2024-01-07,Sunday,January,2024-01-07 19:30:00,2024-01-07 19:50:00,20,Moderate Delay,Weather,2585,19
JE1328,JetBlue Airways,ATL,ORD,2024-10-27,Sunday,October,2024-10-27 07:45:00,2024-10-27 09:02:00,77,Severe Delay,Crew Issue,701,7
FR929,Frontier Airlines,CLT,LGA,2024-01-22,Monday,January,2024-01-22 12:45:00,2024-01-22 12:52:00,7,Minor Delay,Baggage Loading,2998,12
